"link_name","data_as_of","status","speed","travel_time"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:19:04.000","0","38.52","248"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:24:05.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:24:05.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:24:05.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:24:05.000","0","33.55","455"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:24:05.000","0","41.01","175"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:24:05.000","0","13.67","693"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:29:03.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:29:03.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:29:03.000","0","41.01","372"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:29:03.000","0","41.63","173"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:29:03.000","0","16.77","566"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:34:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:34:03.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:34:03.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:34:03.000","0","50.95","301"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:34:03.000","0","41.63","171"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:34:03.000","0","31.68","300"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:39:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:39:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:39:04.000","0","43.49","354"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:39:04.000","0","41.01","176"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:39:04.000","0","37.28","256"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:44:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:44:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:44:04.000","0","41.63","368"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:44:04.000","0","40.38","176"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:44:04.000","0","41.01","234"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:49:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:49:03.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:49:03.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:49:03.000","0","44.11","346"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:49:03.000","0","40.38","178"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:49:03.000","-101","26.71","357"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:54:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:54:03.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:54:03.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:54:03.000","0","43.49","354"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:54:03.000","0","41.01","176"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:54:03.000","-101","24.23","390"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T03:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T03:59:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T03:59:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T03:59:04.000","0","39.76","383"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T03:59:04.000","0","42.25","170"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T03:59:04.000","0","22.99","417"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:04:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:04:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:04:04.000","0","44.73","345"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:04:04.000","0","40.38","178"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:04:04.000","0","26.09","364"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:09:03.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:09:03.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:09:03.000","0","44.73","341"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:09:03.000","0","40.38","178"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:09:03.000","0","35.41","272"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:14:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:14:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:14:04.000","0","41.01","376"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:14:04.000","0","40.38","179"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:14:04.000","0","34.17","282"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:19:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:19:03.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:19:03.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:19:03.000","0","43.49","352"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:19:03.000","0","41.01","175"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:19:03.000","-101","35.41","271"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:24:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:24:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:24:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:24:04.000","0","47.84","322"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:24:04.000","0","42.25","169"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:24:04.000","0","36.03","266"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:29:03.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:29:03.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:29:03.000","0","48.46","319"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:29:03.000","0","42.25","171"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:29:03.000","-101","13.67","691"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:34:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:34:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:34:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:34:04.000","0","41.63","371"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:34:04.000","0","41.01","174"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:34:04.000","-101","30.44","312"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:39:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:39:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:39:04.000","0","41.01","375"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:39:04.000","0","40.38","177"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:39:04.000","0","24.85","382"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:44:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:44:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:44:04.000","0","47.22","327"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:44:04.000","0","40.38","177"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:44:04.000","0","18.01","534"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:49:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:49:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:49:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:49:04.000","0","47.84","320"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:49:04.000","0","40.38","178"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:49:04.000","0","32.93","292"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:54:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:54:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:54:04.000","0","46.60","331"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:54:04.000","0","41.01","176"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:54:04.000","0","12.42","754"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T04:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T04:59:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T04:59:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T04:59:04.000","0","50.33","305"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T04:59:04.000","0","41.01","175"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T04:59:04.000","-101","10.56","899"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:04:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:04:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:04:04.000","0","49.08","315"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:04:04.000","0","41.63","171"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:04:04.000","-101","41.01","234"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:09:03.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:09:03.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:09:03.000","0","46.60","329"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:09:03.000","0","41.63","173"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:09:03.000","0","44.11","217"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:14:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:14:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:14:04.000","0","52.19","295"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:14:04.000","0","41.01","175"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:14:04.000","0","31.68","304"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:19:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:19:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:19:04.000","0","49.70","311"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:19:04.000","0","40.38","177"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:19:04.000","0","32.93","293"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:24:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:24:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:24:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:24:04.000","0","47.22","326"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:24:04.000","0","39.14","182"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:24:04.000","0","39.14","245"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:29:03.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:29:03.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:29:03.000","0","50.33","306"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:29:03.000","0","38.52","185"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:29:03.000","0","41.63","232"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:34:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:34:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:34:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:34:04.000","0","48.46","319"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:34:04.000","0","39.14","182"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:34:04.000","0","18.01","536"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:39:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:39:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:39:04.000","0","48.46","317"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:39:04.000","0","40.38","178"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:39:04.000","0","26.09","369"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:44:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:44:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:44:04.000","0","50.33","306"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:44:04.000","0","39.76","180"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:44:04.000","0","26.71","359"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:49:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:49:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:49:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:49:04.000","0","47.22","325"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:49:04.000","0","39.14","184"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:49:04.000","0","36.03","268"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:54:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:54:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:54:04.000","0","48.46","316"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:54:04.000","0","40.38","176"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:54:04.000","0","39.76","240"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T05:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T05:59:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T05:59:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T05:59:04.000","0","50.33","305"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T05:59:04.000","0","41.01","176"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T05:59:04.000","0","41.01","236"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:04:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:04:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:04:04.000","0","48.46","315"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:04:04.000","0","40.38","177"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:04:04.000","0","37.28","257"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:09:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:09:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:09:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:09:04.000","0","48.46","315"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:09:04.000","0","41.01","174"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:09:04.000","0","20.50","463"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:14:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:14:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:14:04.000","0","47.22","326"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:14:04.000","0","40.38","178"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:14:04.000","0","20.50","472"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:19:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:19:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:19:04.000","0","45.36","336"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:19:04.000","0","37.28","192"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:19:04.000","0","36.03","267"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:24:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:24:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:24:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:24:04.000","0","46.60","327"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:24:04.000","0","31.68","224"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:24:04.000","0","8.69","1069"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:29:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:29:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:29:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:29:04.000","0","45.98","333"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:29:04.000","0","28.58","248"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:29:04.000","0","8.69","1046"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:34:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:34:03.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:34:03.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:34:03.000","0","47.22","323"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:34:03.000","0","26.09","271"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-21T06:34:03.000","0","19.26","488"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-21T06:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-21T06:39:04.000","-101","0.00","0"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-21T06:39:04.000","-101","0.00","0"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-21T06:39:04.000","0","47.84","321"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-21T06:39:04.000","0","21.74","326"
